raw_comment,normalize_comment,emoji_decode
"cặp đẹp, vừa giá tiền, đặt có 1 ngày mà đã giao rồi, sẽ ủng hộ shop tiếp 👍",cặp đẹp vừa giá tiền đặt có ngày mà giao sẽ ủng hộ tiếp,thumbsup
Chất đẹp hơn cả tưởng a shop ơi giao đúng màu đúng size giao hàng cũng rất nhanh hóng từng ngày ❤❤❤❤😞🤗🤗🤗🤗🤗🤗🤗😞❤❤😆😆😆,chất đẹp hơn cả tưởng a ơi giao đúng màu đúng size giao hàng cũng rất nhanh hóng từng ngày,disappointed disappointed satisfied satisfied satisfied hugs hugs hugs hugs hugs hugs hugs
Áo đẹp🥺 rộng,áo đẹp rộng,pleading_face
Áo đẹp lắm cảm ơn shop rất nhiều🤩🤩🤩😍😍😍😍,áo đẹp lắm cảm ơn rất nhiều,heart_eyes heart_eyes heart_eyes heart_eyes star_struck star_struck star_struck
"Đẹp lắm luôn, cực xinh xẻo nên mua nha mn 😍😍😻😻😻😍😻😻😍😻😍😻😻😻😍😻😻😻😻",đẹp lắm luôn cực xinh xẻo nên mua mọi người,heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes_cat heart_eyes_cat heart_eyes_cat heart_eyes_cat heart_eyes_cat heart_eyes_cat heart_eyes_cat heart_eyes_cat heart_eyes_cat heart_eyes_cat heart_eyes_cat heart_eyes_cat heart_eyes_cat
Áo đẹp đáng mua vải mát 🤩,áo đẹp đáng mua vải mát,star_struck
"Mua V01 đc tặng V30. V01 sáng da. V30 đúng chuẩn màu kiểu MLBB.
2 sao trừ vì dịch vụ. Lần 1 shop k gửi hàng, mình hỏi bao lần vẫn bảo là gửi rồi để đơn đó bị huỷ bởi Shopee sau 10 ngày 🙂 sau không thèm xin lỗi mình và toàn trả lời quanh co.",mua được tặng vậy sáng da đúng chuẩn màu kiểu trừ vì dịch vụ lần không gửi hàng hỏi bao lần vẫn bảo là gửi đơn huỷ bởi sau ngày sau không thèm xin lỗi toàn trả lời quanh co,slightly_smiling_face
đặt size này mà giao size khác 😌,đặt size mà giao size khác,relieved
K hiểu sao 1 bên tay thì may 1 bên thì lại ko 😭😭😭. Thất con nhà bà vọng 😪,không hiểu bên tay may bên không thất con nhà bà vọng,sleepy sob sob sob
"Nhận được hàng mà ưng cái bụng
Thề là n đẹp thậc sự
Đóng gói thì cẩn thận, chau chuốt, lịch sự, tỷ mỉ.
Có hộp, gói chống ẩm.túi đựng đẹp cực kì
Hàng thì đẹp, tiện, nhiều ngăn.
Nếu có 10* thì cũng đánh giá cả 10.
Vì lỡ gói lại để đem tặng nên quên quay video 😅
Thanh you very much😘😘",nhận được hàng mà ưng cái bụng thề là n đẹp thậc sự đóng gói cẩn thận chau chuốt lịch sự tỷ mỉ có hộp gói chống ẩm túi đựng đẹp cực kì hàng đẹp tiện nhiều ngăn nếu có cũng đánh giá cả vì lỡ gói đem tặng nên quên quay video thanh you very much,kissing_heart kissing_heart sweat_smile
"Hình ảnh mang tính chất nhận xu thôi😅, áo ok lắm nha mn, chất in cực đẹp, giao hàng nhanh, shop tư vấn nhiệt tình nha😊",hình ảnh mang tính chất nhận xu áo ok lắm mọi người chất in cực đẹp giao hàng nhanh tư vấn nhiệt tình,sweat_smile blush
"Quần dài kinh khủng, eo vừa, chắc phải đi cắt lại quần 🥺🥺🥺🥺🥺🥺",quần dài kinh khủng eo vừa chắc phải đi cắt quần,pleading_face pleading_face pleading_face pleading_face pleading_face pleading_face
Quần khá đẹp hơi mỏng chút 👍👍👍,quần khá đẹp hơi mỏng chút,thumbsup thumbsup thumbsup
Mình không nhận đc hàng. Shop quá tệ. Mình cực thất vọng😞,không nhận được hàng quá tệ cực thất vọng,disappointed
"Đọc bình luận này thì mua luôn đi đừng đắn đo làm chi^^ Mũ đẹp lắm luôn~~ Shop đóng gói rất tốt khó mà bị hư hỏng!
Có ai mua vì nó giống mũ của Chuuya mà thiếu cái dây ở trên không?🤣tui có chế thêm dây nhưng ko có màu phù hợp nên phải lấy đại màu cam :’((",đọc bình luận mua luôn đi đừng đắn đo làm chi mũ đẹp lắm luôn đóng gói rất tốt khó mà hư hỏng có ai mua vì giống mũ của chuya mà thiếu cái dây ở trên không có chế thêm dây nhưng không có màu phù hợp nên phải lấy đại màu cam,rofl
"tệ
mình đặt mua 2 chiếc kem và rêu. đầu tiên về màu sắc,thiết kế áo khác hẳn với hình mô tả, chiếc rêu dài rộng hơn.
vải nhăn, xù, rất khó là phẳng. màu sắc chiếc rêu màu rất tối, như màu áo học quốc phòng, chiếc kem màu nhạt nhạt. nói chung rất tệ
bỏ 240k mua 2 cái áo chống nắng😂",tệ đặt mua chiếc kem rêu đầu tiên về màu sắc thiết kế áo khác hẳn hình mô tả chiếc rêu dài rộng hơn vải nhăn xù rất khó là phẳng màu sắc chiếc rêu màu rất tối như màu áo học quốc phòng chiếc kem màu nhạt nhạt nói chung rất tệ bỏ không mua cái áo chống nắng,joy
Đặt 3ao.. mà 2cái giống màu còn 1cai kg giống màu... tóm lại sop làm ăn kg có tâm 😤cho 1sao có hơi quá..,đặt ao mà cái giống màu còn cai kg giống màu tóm sop làm ăn kg có tâm cho có hơi quá,triumph
"Hàng săn sale đang vui mừng cho đến khi nhân đc hàng thì ko dùng đc , chắc hết das r mới sale rẻ 😡",hàng săn sale đang vui mừng cho đến nhân được hàng không dùng được chắc hết mới sale rẻ,pout
Bị ông shipper bùng đôi khuyên tai:). Ổng kêu là hàng bị thất lạc nên kh giao được. Mà vẫn có số gọi cho mình 😺.(Hình ảnh mang tính chất nhận xu ),ông bùng đôi khuyên tai ổng kêu là hàng thất lạc nên không giao được mà vẫn có số gọi cho hình ảnh mang tính chất nhận xu,smiley_cat
Đã nhận được hàng . Nhưng hơi thất vọng vì sp không đúng màu 😭😭😭😭,nhận được hàng nhưng hơi thất vọng vì sản phẩm không đúng màu,sob sob sob sob
Hình ảnh mang tính chất nhận xu ạ😂 sản phẩm đúng mẫu. Giao hàng nhanh. Shop phục vụ tốt. Nên mua!,hình ảnh mang tính chất nhận xu sản phẩm đúng mẫu giao hàng nhanh phục vụ tốt nên mua,joy
Áo thì size M quần size L 🥲,áo size quần size l,smiling_face_with_tear
Đẹp giá rất rẻ mua mấy lần r nên ko có gì phải lo nữa 🤣🤣🤣🤣 nên mua nha mng,đẹp giá rất rẻ mua mấy lần nên không có gì phải lo nên mua mọi người,rofl rofl rofl rofl
"Hàng đẹp lắm nha mọi người, mỏng và mát , shop cũng tinh tế che tên hàng đi 😀, cho shop 5 sao",hàng đẹp lắm mọi người mỏng mát cũng tinh tế che tên hàng đi cho,grinning
Quần đẹp nhưng hơi ngắn so với chiều cao của mìnhh 😌 lần sau shop nhớ ghi rõ ra chiều cao với size ra để dễ chọn lựa cho mình phù hợp nhấtt ! Thế thôi à😂 Cho 5s nhé,quần đẹp nhưng hơi ngắn so chiều cao của lần sau nhớ ghi rõ ra chiều cao size ra dễ chọn lựa cho phù hợp nhất à cho s nhé,relieved joy
"Mua sale nên giá rất ổn, shop gói hàng cẩn thận, xinh xắn bất ngờ luôn ❤️",mua sale nên giá rất ổn gói hàng cẩn thận xinh xắn bất ngờ luôn,heart
Giao thiếu hàng. Chán. Mất uy tín🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬. Chán shop quá,giao thiếu hàng chán mất uy tín chán quá,cursing_face cursing_face cursing_face cursing_face cursing_face cursing_face cursing_face cursing_face cursing_face cursing_face cursing_face cursing_face
Hành đẹp thời gian giao hàng nhanh rất đang tiền 💰 đẹp như mẫu😍,hành đẹp thời gian giao hàng nhanh rất đang tiền đẹp như mẫu,moneybag heart_eyes
"Son màu đẹp, hộp xịn, đáng tiền, có nhũ lấp lánh xinh quá 😍😍😍😍😍",son màu đẹp hộp xịn đáng tiền có nhũ lấp lánh xinh quá,heart_eyes heart_eyes heart_eyes heart_eyes heart_eyes
Bị giao 2 cái màu xanh😐,giao cái màu xanh,neutral_face
"Vải 100% nylon/poly. Lên hàng ẩu kinh khủng, đường may sụp, vặn, nhúm, chỉ thừa dài ngoằng, vải dư thòi lòi ra ngoài, SPI còn chưa được 7 mũi chỉ/inch, áo xanh cúc trắng đen, chỉ đỏ 🤣🤣🤣. May mà mình mua flash sales nên cũng ko tiếc. Nhìn giá gốc ghi 50k mà mắc cười :).",vải nylon poly lên hàng ẩu kinh khủng đường may sụp vặn nhúm chỉ thừa dài ngoằng vải dư thòi lòi ra ngoài còn chưa được mũi chỉ inch áo xanh cúc trắng đen chỉ đỏ may mà mua flash sales nên cũng không tiếc nhìn giá gốc ghi không mà mắc cười,rofl rofl rofl
Chân váy k đúng form chữ A😓,chân váy không đúng form chữ a,sweat
Có 1 đôi bị lỗi sản phẩm ở ngoài nhỏ hơn mình nghĩ thời gian giao hàng thì rấtttttt lâu 😑,có đôi lỗi sản phẩm ở ngoài nhỏ hơn nghĩ thời gian giao hàng rất lâu,expressionless
Kẹp thì xinh xỉu ❤️ mỗi tội kb ngta vận chuyển thế nào gãy mất 1 bên 😭 vẫn để shop 5 sao mn nên mua nha ❤️,kẹp xinh xỉu mỗi tội vận chuyển nào gãy mất bên vẫn mọi người nên mua,heart heart sob
Shop giao cho mình sai màu sai mẫu luôn ạ. Mà cái nút đính lên cũng bị rỉ sét nữa. Mặc dù biết là hàng sale rẻ nhưng shop làm vậy thì mất uy tín quá 😕a,giao cho sai màu sai mẫu luôn mà cái nút đính lên cũng rỉ sét mặc dù biết là hàng sale rẻ nhưng làm mất uy tín quá a,confused
Okkk nhâ cả nhà đủ hàng đáng tiền ship nhanh hihihi ạ 🥳🥳🥳🥳🥳🥳🥳🥳,ok cả nhà đủ hàng đáng tiền ship nhanh,partying_face partying_face partying_face partying_face partying_face partying_face partying_face partying_face
Ảnh cận chất bên ngoài màu đẹp hơn. Giao hàng nhanh tầm 5 - 6 ngày đôi với đơn nước ngoài vậy là nhanh 👍🏿,ảnh cận chất bên ngoài màu đẹp hơn giao hàng nhanh tầm ngày đôi đơn nước ngoài là nhanh,thumbsup
"Chờ đợi bao lâu mà mà giao đến nơi cái màu trắng vừa giao sai mẫu lại còn bị vỡ 1 bên mắt kính. Không như mong đợi 😞 
Vì đeo kính mắt mèo ko hợp lắm nên mình pass lại cho bạn nào ở Hà Nội có nhu cầu 25k 2 cái ạ. Có thể nhắn tin shopee mình nhé",chờ đợi bao lâu mà mà giao đến nơi cái màu trắng vừa giao sai mẫu còn vỡ bên mắt kính không như mong đợi vì đeo kính mắt mèo không hợp lắm nên pas cho bạn nào ở hà nội có nhu cầu không cái có thể nhắn tin nhé,disappointed
"Áo đẹp y hình, chất lượng tốt, mình 1m7 53Kg mặc qua mông, shop nói chuyện rất dễ thương, giao hàng nhanh cực nên mình rất hài lòng 😁 (video không liên quan)",áo đẹp y hình chất lượng tốt mình kg mặc qua mông nói chuyện rất dễ thương giao hàng nhanh cực nên rất hài lòng video không liên quan,grin
"Rất rất đẹp từ from áo đến chất liệu vải! Giao hàng nhanh, đóng gói hàng đẹp và chuyên nghiệp. Điểm 10 chất lượng cho Shop 👍",rất rất đẹp từ from áo đến chất liệu vải giao hàng nhanh đóng gói hàng đẹp chuyên nghiệp điểm chất lượng cho,thumbsup
"Shop gửi cho em sai màu r ,  tiếc quá.  Nhưng chất lượng thì 👌nha.",gửi cho em sai màu tiếc quá nhưng chất lượng,ok_hand
Mình đã mua 9 cái áo ở đâyy🤣,mua cái áo ở đây,rofl
Quần đẹp lắm nhưng hơi rộng và dài😔 đáng lẽ nên chọn size L 😭😭 tiếc quá,quần đẹp lắm nhưng hơi rộng dài đáng lẽ nên chọn size l tiếc quá,pensive sob sob
Lần đầu tiên ở shop nhưng rất ưngggggg ❤ sẽ ủng hộ dài dài ạ 🥰 xuất sắc 👍,lần đầu tiên ở nhưng rất ưng sẽ ủng hộ dài dài xuất sắc,smiling_face_with_three_hearts thumbsup
"Quần như hình, chất đẹp trong tầm giá, k nhớ mua lần thứ mấy của shop r, lần nào cũng ưng ý 🤩🤩🤩",quần như hình chất đẹp trong tầm giá không nhớ mua lần thứ mấy của lần nào cũng ưng ý,star_struck star_struck star_struck
Đầm xấu ko như trong hình 😡😡,đầm xấu không như trong hình,pout pout
🤣 1 Đống này nguyên son hàng PD hơi thất vọng tại ghi đặt khung giờ 0h sẽ đc 10 miếng tẩy trang nx tjooi shop giao nhanh mua đợt sale giá rẻ gói kỹ . CHẤT SON MỊN NHẸ MỖI TỘI HƠI ÓNG ÁNH QUÁ,đống nguyên son hàng pd hơi thất vọng tại ghi đặt khung giờ h sẽ được miếng tẩy trang giao nhanh mua đợt sale giá rẻ gói kỹ chất son mịn nhẹ mỗi tội hơi óng ánh quá,rofl
Sản phẩm đẹp nhưng kích cỡ thì có phần hơi bé. Chất liệu tốt và mát mẻ nhưng lại kém co giãn. Số với giá tiền thế thì quá ư là ổn áp ạ. Sẽ quay lại và mua hàng vào lần tới 😍😍😍😍,sản phẩm đẹp nhưng kích cỡ có phần hơi bé chất liệu tốt mát mẻ nhưng kém co giãn số giá tiền quá ư là ổn áp sẽ quay mua hàng vào lần tới,heart_eyes heart_eyes heart_eyes heart_eyes
"Kẹp tóc bằng nhựa chắc chắn. Màu đẹp.
Shop đóng gói cẩn thận 👍👍",kẹp tóc bằng nhựa chắc chắn màu đẹp đóng gói cẩn thận,thumbsup thumbsup
"Đường may đẹp, mát, màu tím than + đen phai màu nhiều. Ace đừng giặt chung 👎",đường may đẹp mát màu tím than đen phai màu nhiều ace đừng giặt chung,thumbsdown
Ví bé xí mua cho zui 🤧,ví bé xí mua cho,sneezing_face
Mình đặt size L theo số đo nhưng về bị chật nên phải pass lại váy mất tiu rồi🥺🥺,đặt size l theo số đo nhưng về chật nên phải pas váy mất tiu,pleading_face pleading_face
Shop giao nhầm hàng cho mk rồi mk đặt cái số 1 shop lại giao thành cái số 2 😰😰,giao nhầm hàng cho đặt cái số giao thành cái số,cold_sweat cold_sweat
"🎉🎉 Vietcredit hỗ trợ mở thẻ tiền mặt dự phòng 🎉🎉
💢 MỞ THẺ LIỀN TAY NHẬN NGAY ƯU ĐÃI 💢
🆓 0% lãi suất 7 ngày đầu tiên
🆓 Miễn phí xuyên suốt 36 tháng
🆓 Không phí mở thẻ
🆓 Không phí thường niên
🆓 Không phí tất toán trước hạn

👋 LH ngay: 0706132998 (Duy Luật Vietcredit)",hỗ trợ mở thẻ tiền mặt dự phòng mở thẻ liền tay nhận ngay ưu đãi lãi suất ngày đầu tiên miễn phí xuyên suốt tháng không phí mở thẻ không phí thường niên không phí tất toán trước hạn ngay duy luật,wave tada tada tada tada free free free free free anger anger
Mũ đẹp form với màu ưng nhưng hơi mỏng 💔,mũ đẹp form màu ưng nhưng hơi mỏng,broken_heart
"E đã nhận được hàngggg , hàng đẹp lắm nhaaaaaaa , gói hàng cũng cẩn thận nữa , lần sau sẽ ủng hộ nhaaaaaa☺️☺️",e nhận được hàng hàng đẹp lắm gói hàng cũng cẩn thận lần sau sẽ ủng hộ,relaxed relaxed
"Hàng rẻ như nhân cách người bán vậy 😏😏😏
Giao thiếu hàng nhưng không giải quyết Giao thiếu hàng nhưng không giải quyết Giao thiếu hàng nhưng không giải quyết Giao thiếu hàng nhưng không giải quyết Giao thiếu hàng nhưng không giải quyết Giao thiếu hàng nhưng không giải quyết",hàng rẻ như nhân cách người bán giao thiếu hàng nhưng không giải quyết giao thiếu hàng nhưng không giải quyết giao thiếu hàng nhưng không giải quyết giao thiếu hàng nhưng không giải quyết giao thiếu hàng nhưng không giải quyết giao thiếu hàng nhưng không giải quyết,smirk smirk smirk
Khá tốt. Giao hàng hơi lâu thôi. Cho 3 sao😊😊😊,khá tốt giao hàng hơi lâu cho,blush blush blush
áo đẹp vải mát sản phẩm tốt hơn so với giá tiền. bạn nào đang phân vân thì nên mua nha. ❤️,áo đẹp vải mát sản phẩm tốt hơn so giá tiền bạn nào đang phân vân nên mua,heart
Size M mà rộng phùng phình.. Áo màu hồng trong ảnh đẹp lắm ở ngoài nhìn cũ mèm.. 😡,size mà rộng phùng phình áo màu hồng trong ảnh đẹp lắm ở ngoài nhìn cũ mèm,pout
"Áo mặc vừa, chất hơi bí nóng. Giá rẻ. Nhìn chung với giá tiền thì ổn. Shop nhiệt tình. Sẽ ủng hộ thêm 👍👍👍👍👍👍",áo mặc vừa chất hơi bí nóng giá rẻ nhìn chung giá tiền ổn nhiệt tình sẽ ủng hộ thêm,thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup
"Quần chất đẹp, mặc mát, shop giao hàng rất nhanh, đang để mua nhé👍🏻👍🏻",quần chất đẹp mặc mát giao hàng rất nhanh đang mua nhé,thumbsup thumbsup
Khuyên tai rẻ mà đẹp lắm ạ 🥺🥺 giao hàng còn nhanh nứaaaaa 10 đỉm cho chất lượng,khuyên tai rẻ mà đẹp lắm giao hàng còn nhanh nứa đỉm cho chất lượng,pleading_face pleading_face
"Hình video minh hoạ🤣🤣🤣
Chất lượng so với giá !!!😗
Đóng gói đơn giản 
Hàng quốc tế giao lâu thiệt hơn tuần 😅",hình video minh hoạ chất lượng so giá đóng gói đơn giản hàng quốc tế giao lâu thiệt hơn tuần,rofl rofl rofl sweat_smile kissing
"Hàng giao nhanh, đúng mẫu mã, chất áo mềm nhẹ, nói chung ưng lắm ah 😊😊",hàng giao nhanh đúng mẫu mã chất áo mềm nhẹ nói chung ưng lắm ah,blush blush
Cặp có chất lượng 👌,cặp có chất lượng,ok_hand
"Shop giao hàng nhanh, rất tốt. Sẽ ủng hộ shop tiếp vào lần sau ♥️♥️♥️",giao hàng nhanh rất tốt sẽ ủng hộ tiếp vào lần sau,hearts hearts hearts
"Từ Tân Bình mua hàng Gò Vấp đợi 12 ngày và 3 lần giao/đổi hàng. Nhận được đúng đơn hàng hơi thất vọng vì vải và chất lượng (khá mỏng, chỉ thừa nhiều). Màu dây quai và dây kéo ko đều, mất thẩm mĩ, không như hình mẫu. Xin phép ko đánh giá tốt được ạ 😓😓",từ tân bình mua hàng gò vấp đợi ngày lần giao đổi hàng nhận được đúng đơn hàng hơi thất vọng vì vải chất lượng khá mỏng chỉ thừa nhiều màu dây quai dây kéo không đều mất thẩm mĩ không như hình mẫu xin phép không đánh giá tốt được,sweat sweat
"Sản phẩm rất đẹp, đúng như hình nhưng mình đã tặng cho bạn nên ko có hình ảnh hàng, giáo rất nhanh nên mua👍",sản phẩm rất đẹp đúng như hình nhưng tặng cho bạn nên không có hình ảnh hàng giáo rất nhanh nên mua,thumbsup
"Áo xinh lắm,chất vải thun cotton,với giá này thì quá ưng í luôn á 😊♥️",áo xinh lắm chất vải thun giá quá ưng í luôn á,hearts blush
khuyên xinh lắm lúc mình đặt còn được deal 1k nên ưng lắm nên mua nha mng 😘😘😘,khuyên xinh lắm lúc đặt còn được deal không nên ưng lắm nên mua mọi người,kissing_heart kissing_heart kissing_heart
"Xịn luôn, còn đc tặng kèm 1 em siu xinh 😍",xịn luôn còn được tặng kèm em siu xinh,heart_eyes
"Mình hay nhìn giá gốc để đánh giá sp nên khá bị sốc.  Tất bé rất mỏng, đi vào nhìn lỗ to rất lởm. Mất thời gian, mất phí ship, tiếc công 😥. Chỉ nên mua ở shop Mall hoặc shop yêu thích.",hay nhìn giá gốc đánh giá sản phẩm nên khá sốc tất bé rất mỏng đi vào nhìn lỗ to rất lởm mất thời gian mất phí ship tiếc công chỉ nên mua ở hoặc yêu thích,disappointed_relieved
"Hình ảnh mang tính chất minh họa😂 
   ❤covit nên đeo khẩu trang các bạn nhó❤
Son đẹp i hình luon ❤",hình ảnh mang tính chất minh nên đeo khẩu trang các bạn nhó son đẹp i hình,joy
"Đã nhận được hàng 1k vui quá,áo rất đẹp mềm mịn chuẩn size ạ,giao đúng màu luôn ạ💐💐💐💐💐",nhận được hàng không vui quá áo rất đẹp mềm mịn chuẩn size giao đúng màu luôn,bouquet bouquet bouquet bouquet bouquet
"Shop khác sp y vậy, review tốt, giá rẻ, nhưng kích thước nhỏ nên m k mua, m mua của shop vì KT lớn, nhưng nhận hàng thấy k đc thế. Gọi cho shop 3 lần, nhắn tin hỏi shop để mong nhận được lời giải thích hợp lý. Nhưng mãi hôm sau mới thấy shop reply lại. Shop reply theo kiểu ""xem lại cách đo đi!"". 🤣",khác sản phẩm y review tốt giá rẻ nhưng kích thước nhỏ nên không mua mua của vì kt lớn nhưng nhận hàng thấy không được gọi cho lần nhắn tin hỏi mong nhận được lời giải thích hợp lý nhưng mãi hôm sau mới thấy reply reply theo kiểu xem cách đo đi,rofl
"Tất màu xanh với màu đen mình không ưng lắm như của con trai ý😶nhung sale 1k, rẻ",tất màu xanh màu đen không ưng lắm như của con trai ý nhung sale không rẻ,no_mouth
Với giá tiền như vậy thì mình thấy vải ok rồi :))) giao hàng nhanh - cảm ơn shop tặng cho mình hai sợi dây thun cột tóc nha ❤️,giá tiền như thấy vải ok giao hàng nhanh cảm ơn tặng cho hai sợi dây thun cột tóc,heart
"Được người quen giới thiệu nên mua thử. Hàng y hình, chất đẹp, đáng tiền 👍🏻👍🏻👍🏻",được người quen giới thiệu nên mua thử hàng y hình chất đẹp đáng tiền,thumbsup thumbsup thumbsup
"Sản phẩm đặc mẫu này giao mẫu khác hơi mỏng nhưng cũng ok do lỡ tay xóa ảnh kia nên giờ lấy đại tấm ảnh trong máy ra để đỡ , mong shop lần sao giao hàng cẩn thận ....... đánh giá tạm 3 sao vậy👉👈",sản phẩm đặc mẫu giao mẫu khác hơi mỏng nhưng cũng ok do lỡ tay ảnh kia nên giờ lấy đại tấm ảnh trong máy ra đỡ mong lần giao hàng cẩn thận đánh giá tạm,point_left point_right
"Hình in rất xinh , vải mát , nói chung khá ưng ý 🎀🎀",hình in rất xinh vải mát nói chung khá ưng ý,ribbon ribbon
Thực sự thì áo cũng ok vãi cũng ok nhưng còn áo thì dính cái gì lên :)) ko thíc cho lắm nên đáng giá 2 sao thôi nhé 😌,thực sự áo cũng ok vãi cũng ok nhưng còn áo dính cái gì lên không cho lắm nên đáng giá nhé,relieved
- Áo kh giống hình.. đặt màu vàng... nhận màu giấy như gói mì v 😓😓 chả dống hình dì hết luôn,áo không giống hình đặt màu vàng nhận màu giấy như gói mì chả dống hình dì hết luôn,sweat sweat
Áo nhăn thế mà bảo không nhăn 🙂,áo nhăn mà bảo không nhăn,slightly_smiling_face
"Giá quá là rẻ luôn, vải mát, mịn, mặc vào thoải mái 👍👍👍👍👍👍👍👍👍👍",giá quá là rẻ luôn vải mát mịn mặc vào thoải mái,thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup thumbsup
"mình mua đơn này là lần thứ 2 của shop. lần đầu rất ưng vì sản phẩm vừa rẻ vừa đẹp, có điều đeo tầm chưa đầy 2 tuần đã đen sì. nhưng vẫn ham mua. lần này khá thất vọng vì sp to gấp đôi cái đầu mình mua nên ko dám đeo đi đâu 🥲. còn set 5 đôi thì có 1 chiếc bị lệch hẳn viên ngọc 🥲",mua đơn là lần thứ của lần đầu rất ưng vì sản phẩm vừa rẻ vừa đẹp có điều đeo tầm chưa đầy tuần đen sì nhưng vẫn ham mua lần khá thất vọng vì sản phẩm to gấp đôi cái đầu mua nên không dám đeo đi còn set đôi có chiếc lệch hẳn viên ngọc,smiling_face_with_tear smiling_face_with_tear
Hàng rất vừa ý .Giao hàng cũng ko lâu .🤗🤗🤗🤗,hàng rất vừa ý giao hàng cũng không lâu,hugs hugs hugs hugs
"Mua đc cái váy flash sale 9.9 ưng quá tr, lại còn đc giảm thêm voucher shopee nữa, sẽ ủng hộ shop dài dài.
Eo mình 85, hông 106, hơi ôm xíu nhưng ksao, vì đẹp nên chịu đc hết🥰",mua được cái váy flash sale ưng quá tr còn được giảm thêm voucher sẽ ủng hộ dài dài eo hông hơi ôm xíu nhưng vì đẹp nên chịu được hết,smiling_face_with_three_hearts
"Cặp chất xịn xò, màu xanh ở ngoài rất đẹp, rất đáng để mua..🌟🌟🌟",cặp chất xịn xò màu xanh ở ngoài rất đẹp rất đáng mua,star2 star2 star2
"Gh nhanh mình rất thích,giày chất lượng ok❤️",giao hàng nhanh rất thích giày chất lượng ok,heart
Thích lắm nha!!! Hàng hợp với giá tiền ❤️❤️❤️❤️❤️❤️❤️❤️❤️ ❤️,thích lắm hàng hợp giá tiền,heart heart heart heart heart heart heart heart heart heart
"Giá rẻ, giao nhanh, chất lượng tốt
Nhận order sỉ lẻ giá tốt 🥰🥰🥰",giá rẻ giao nhanh chất lượng tốt nhận order sỉ lẻ giá tốt,smiling_face_with_three_hearts smiling_face_with_three_hearts smiling_face_with_three_hearts
Quần k đứng from lắm. Chất vải mới mặc 1 lần mà đã xù rồi 😢.....,quần không đứng from lắm chất vải mới mặc lần mà xù,cry
"Áo len mỏng á mình định trả hàng nhưng mà thủ tục dài dòng với cả do ôn thi về quê r nên thôi 
Áo nhiều chỉ thừa nữa mặc chật nách ☹️☹️☹️ Áo len mỏng á mình định trả hàng nhưng mà thủ tục dài dòng với cả do ôn thi về quê r nên thôi 
Áo nhiều chỉ thừa nữa mặc chật nách ☹️☹️☹️",áo len mỏng á định trả hàng nhưng mà thủ tục dài dòng cả do ôn thi về quê nên áo nhiều chỉ thừa mặc chật nách áo len mỏng á định trả hàng nhưng mà thủ tục dài dòng cả do ôn thi về quê nên áo nhiều chỉ thừa mặc chật nách,frowning_face frowning_face frowning_face frowning_face frowning_face frowning_face
"Chưa chụp hình dc mình lấy đỡ hình này kiếm xu 🥰 mình mua cho con gái vải đẹp, so với giá tiền thì quá ổn 🥰🥰🥰",chưa chụp hình được lấy đỡ hình kiếm xu mua cho con gái vải đẹp so giá tiền quá ổn,smiling_face_with_three_hearts smiling_face_with_three_hearts smiling_face_with_three_hearts smiling_face_with_three_hearts
"Tất mỏng, tiền nào của ấy 🥲",tất mỏng tiền nào của ấy,smiling_face_with_tear
"Giao hàng nhanh, sản phẩm siêu xinh, giá quá ổn, rất đáng mua. Em cảm ơn shop ạ 💓",giao hàng nhanh sản phẩm siêu xinh giá quá ổn rất đáng mua em cảm ơn,heartbeat
"quần đẹp, chất lượng ok, giao hàng nhanh. chúc shop luôn đông khách 💜",quần đẹp chất lượng ok giao hàng nhanh chúc luôn đông khách,purple_heart
Giao hàng hơi chậm 😥 kính đeo không thấy rõ trái tim,giao hàng hơi chậm kính đeo không thấy rõ trái tim,disappointed_relieved
"Áo vải mỏng mặc khó chịu hình thêu còn bị thiếu chỉ, áo này rẻ nhma chất lượng còn rẻ hơn giá huhu 😢",áo vải mỏng mặc khó chịu hình thêu còn thiếu chỉ áo rẻ chất lượng còn rẻ hơn giá,cry
Giao hàng Nhanh OK 👌👌👌👌👌👌👌👌👌👌👌👌👌👌 chất lượng tốt 👍👍👍 👌👌👌👌👌👌,giao hàng nhanh ok chất lượng tốt,ok_hand ok_hand ok_hand ok_hand ok_hand ok_hand ok_hand ok_hand ok_hand ok_hand ok_hand ok_hand ok_hand ok_hand ok_hand ok_hand ok_hand ok_hand ok_hand ok_hand thumbsup thumbsup thumbsup
Mài xinh nha các bn yeu ❤️❤️❤️❤️😢❤️😢😢😢😢😢😢🤣❤️❤️😀😀😀😀🤐😮😘😑😑,mài xinh các,cry cry cry cry cry cry cry rofl open_mouth kissing_heart heart heart heart heart heart heart heart grinning grinning grinning grinning zipper_mouth_face expressionless expressionless
