raw_comment,normalize_comment,emoji_decode
"Hàng đẹp, giao nhanh nhưng có 1 cái bị cong.",hàng đẹp giao nhanh nhưng có cái cong,
Mình mua 25 cái áo shop gửi nhầm cho mình 2 cái nhắn tin shop ko trả lời. So sad ;((,mua cái áo gửi nhầm cho cái nhắn tin không trả lời so sad,
Deal 1k rẻ đẹp. Okkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,deal không rẻ đẹp ok,
Ví 1 ngăn nhỏ xíu. Chỉ đựng dc 5 tờ namecard thoii nên không hữu dụng lắm,ví ngăn nhỏ xíu chỉ đựng được tờ thoi nên không hữu dụng lắm,
"Nói thật với mọi ng rằng .shop tư vấn không nhiệt tình mình hỏi cái gì cx nhắn tin mỗi từ  vâg có tức không chứ + mình nói cho mình đổi hàng thì kiểu như không cho đổi ......làm ăn như đầu buồi ngta á . Muốn đổi 2 món thì shop nhắn tin ""không bạn "" .....what ,không hiểu gì lun",nói thật mọi rằng tư vấn không nhiệt tình hỏi cái gì cũng nhắn tin mỗi từ có tức không chứ nói cho đổi hàng kiểu như không cho đổi làm ăn như đầu buồi á muốn đổi món nhắn tin không bạn what không hiểu gì luôn,
[SHINHAN FINANCE THONG BAO]:Quy KH duoc ho tro phe duyet truoc khoan vay 30-300tr.  Call/zalo 0934184608( Nhàn) de duoc ho tro ccccccccccccccccccccccccc,finance thong bao quy không ho tro phe khoan vay tr cal nhàn de ho tro c,
Giao hàng 2 tuần chưa nhận đc,giao hàng tuần chưa nhận được,
Vải bth :)) thẳng nhưg béo chân lắm. Mình thì thấy hơi xấu. Tks,vải bình thường thẳng béo chân lắm thấy hơi xấu thanks,
Vải hơi mỏng. cách trả lời của shop hơi khó chịu.,vải hơi mỏng cách trả lời của hơi khó chịu,
Mua quần short ship quần dài. Amazing good chóp,mua quần short ship quần dài amazing good chóp,
Áo mỏng quá  không đáng mua,áo mỏng quá không đáng mua,
"Chất lượng sản phẩm tuyệt vời
Kẹp tóc giống hình, rất xinh
Thời gian giao hàng bình thường",chất lượng sản phẩm tuyệt vời kẹp tóc giống hình rất xinh thời gian giao hàng bình thường,
Áo vải xấu như hàng chợ. Hiccccccccccccccccccccccccccccccccvvvvvvvvvvvv,áo vải xấu như hàng chợ,
"Nhận hàng mặc thử thấy dáng ôm vừa vặn, chất mát, mịn. Màu sắc cũng giống trong ảnh. Khá ok.",nhận hàng mặc thử thấy dáng ôm vừa vặn chất mát mịn màu sắc cũng giống trong ảnh khá ok,
"chỉ thừa qua nhiều , cặp thì quá mỏng",chỉ thừa qua nhiều cặp quá mỏng,
Giống hình và giao hơi lâu tí mà rất ok lun nha,giống hình giao hơi lâu tí mà rất ok luôn,
Hư hết séc bỉ rỉ sắt,hư hết séc bỉ rỉ sắt,
quần đc tư vấn nhưng quá dài,quần được tư vấn nhưng quá dài,
"Phải chọn toàn Một số người không biết gì cả, cứ khoanh zic zac. Phải chọn toàn C",phải chọn toàn một số người không biết gì cả cứ khoanh phải chọn toàn c,
"Sản phẩm ok, xài ổn, hàng tốt so với giá tiền. Tuy nhiên:
1- giao hàng lâu, đặt từ 9/9 mà 16/9 mới ship tới;
2- gởi thư cảm ơn cho khách đã sai chính tả mà còn như hăm dọa ý.
Lúc đầu cho 3* mà shop rep có văn hóa quá nên vote lại cho chuẩn",sản phẩm ok xài ổn hàng tốt so giá tiền tuy nhiên giao hàng lâu đặt từ mà mới ship tới gởi thư cảm ơn cho khách sai chính tả mà còn như hăm ý lúc đầu cho mà rep có văn quá nên vote cho chuẩn,
"Shop giao đúng size đúng màu.
Size M: chiều dài quần khoảng 80cm, mọi người lưu ý, nên mua hơn 1 size so với hướng dẫn.
Vải là thun nhưng túi áo quần là vải dù: Không hợp lý.
Túi áo lũng lẳng (như hình).
May ẩu, túi quần hở lủng 1 lổ (như hình).
Nhắn tin shop nhưng shop im lặng.
Mua 1 lần thôi.",giao đúng size đúng màu size chiều dài quần khoảng cm mọi người lưu ý nên mua hơn size so hướng dẫn vải là thun nhưng túi áo quần là vải dù không hợp lý túi áo lũng lẳng như hình may ẩu túi quần hở lủng lổ như hình nhắn tin nhưng im lặng mua lần,
"Chất áo hơi nóng 
Giặt áo 2 lần đã bung hết cả hình
Mất cả tiếng để cọ hết 
Mn ko nên mua nha",chất áo hơi nóng giặt áo lần bung hết cả hình mất cả tiếng cọ hết mọi người không nên mua,
"shop đóng gói cẩn thận, giao hàng nhanh, rep nhiệt tình nữa, sẽ tiếp tục ủng hộ shop ạ",đóng gói cẩn thận giao hàng nhanh rep nhiệt tình sẽ tiếp tục ủng hộ,
Chưa nhận được hàng hệ thống đã báo là nhận đc rồi,chưa nhận được hàng hệ thống báo là nhận được,
"Mình mua size M với XL về mặc như nhau, k hiểu,",mua size xl về mặc như nhau không hiểu,
Tệ quá. Size không đúng,tệ quá size không đúng,
Quần siêu xinhh xịn luônn,quần siêu xinh xịn luôn,
Không có size to hơn. Mặc chật,không có size to hơn mặc chật,
"Sản phẩm như mình họa , rất hài lòng",sản phẩm như rất hài lòng,
"Quần màu sáng, đẹp lắm ạ. Tuy hơi dài nhưng cắt đi là ok r. Cảm ơn shop .",quần màu sáng đẹp lắm tuy hơi dài nhưng cắt đi là ok cảm ơn,
Mình đặt 3 bộ mà shop giao 2 bộ là sao?,đặt bộ mà giao bộ là,
Mình đặt màu xám nhưng shop giao màu xanh rêu....chất lượng khá ok nên không sao...,đặt màu xám nhưng giao màu xanh rêu chất lượng khá ok nên không,
Sz k chuẩn. Bố mình mặc rộng quá trời mặc dù lấy sz nhỏ nhất,size không chuẩn bố mặc rộng quá trời mặc dù lấy size nhỏ nhất,
"Áo đẹp, mịn nhẹ, gọn, nhưng sao mặc nóng quá, nóng hơn áo khoác bình thường",áo đẹp mịn nhẹ gọn nhưng mặc nóng quá nóng hơn áo khoác bình thường,
Áo đẹp. Con mình rất thích.,áo đẹp con rất thích,
"Áo đẹp lắm nha shop ơi🤩
Sẽ ủng hộ shop lần nữa❤️",áo đẹp lắm ơi sẽ ủng hộ lần,star_struck heart
"Giao hàng nhanh. Vải tốt, mịn mát. 75kg/1.74m vừa vặn size XXL",giao hàng nhanh vải tốt mịn mát kg vừa vặn size xl,
"Quần chất thích mát cực luôn ông xã khen lắm, shop làm ăn có tâm, chắc chắn sẽ quay lại",quần chất thích mát cực luôn ông xã khen lắm làm ăn có tâm chắc chắn sẽ quay,
vải quá mỏng so với hình,vải quá mỏng so hình,
Mặc rat vừa chỉ có cai túi mình k hài lòng may ẩu quá,mặc rat vừa chỉ có cai túi không hài lòng may ẩu quá,
"Áo rất mỏng, không co giãn, chưa mặc nên k biết có thấm hút mồ hôi tốt không, quần thì ổn nhưng chưa mặc nên chưa biết.",áo rất mỏng không co giãn chưa mặc nên không biết có thấm hút mồ hôi tốt không quần ổn nhưng chưa mặc nên chưa biết,
"Giao hàng siêu nhanh.
Đồ của yody mình đã mua mấy lần rồi.
Săn sale đc 3 cái áo nhưng size M mà to quÁ",giao hàng siêu nhanh đồ của mua mấy lần săn sale được cái áo nhưng size mà to quá,
Vải hơi mỏng phù hợp giá tiền giao hàng ngoại thành bình thường vải mỏng quá nên bị mẹ chửi hong bằng bộ đồ 30k ngoài chợ TT nên đánh giá 3⭐️ hoi,vải hơi mỏng phù hợp giá tiền giao hàng ngoại thành bình thường vải mỏng quá nên mẹ chửi hong bằng bộ đồ không ngoài chợ nên đánh giá hoi,star
"Tuy giao hàng lâu nhưng sản phẩm rất là ok, đẹp, rất vừa ý mình!",tuy giao hàng lâu nhưng sản phẩm rất là ok đẹp rất vừa ý,
"Mấy món khác thì okie
Mà găng tay giao thì quá nhiều vết dơ, quá thất vọng",mấy món khác ok mà găng tay giao quá nhiều vết dơ quá thất vọng,
Đơn hàng combo 3 đôi mà gửi được 2 đôi shop làm ăn tệ quá,đơn hàng combo đôi mà gửi được đôi làm ăn tệ quá,
"Ví đẹp, chắc chắn nhưng mùi hơi nồng ncl khá ok. Ưng🥰🥰🥰🥰🥰🥰🥰🥰🥰",ví đẹp chắc chắn nhưng mùi hơi nồng khá ok ưng,smiling_face_with_three_hearts smiling_face_with_three_hearts smiling_face_with_three_hearts smiling_face_with_three_hearts smiling_face_with_three_hearts smiling_face_with_three_hearts smiling_face_with_three_hearts smiling_face_with_three_hearts smiling_face_with_three_hearts
"Shop giao hàng nhanh
Đóng gói cẩn thận chắc chắn
Tuy nhiên quần mỏng.may gia công chỉ thừa nhiều
Dải rút cũng kiểu sơ sài
Giá rẻ nên dùng tạm",giao hàng nhanh đóng gói cẩn thận chắc chắn tuy nhiên quần mỏng may gia công chỉ thừa nhiều dải rút cũng kiểu sơ sài giá rẻ nên dùng tạm,
Áo xinh chất đẹp săn được giá 1k quá hơi luôn 🥰🥰🥰🥰🥰,áo xinh chất đẹp săn được giá không quá hơi luôn,smiling_face_with_three_hearts smiling_face_with_three_hearts smiling_face_with_three_hearts smiling_face_with_three_hearts smiling_face_with_three_hearts
nói chung mình thấy sản phẩm cũng bình thường chất liệu cảm thấy rẻ hơn với giá tiền bèo không đẹp như ảnh quần nhìn cũng rất buồn cười không tôn dáng,nói chung thấy sản phẩm cũng bình thường chất liệu cảm thấy rẻ hơn giá tiền bèo không đẹp như ảnh quần nhìn cũng rất buồn cười không tôn dáng,
Đẹp nhất cái lách,đẹp nhất cái lách,
"Giao và vận chuyển hàng cực kỳ chậm luôn, gần một tuần cho đơn hàng ở hà nội, có lẽ do shop bán hàng hạ giá.",giao vận chuyển hàng cực kỳ chậm luôn gần một tuần cho đơn hàng ở hà nội có lẽ do bán hàng hạ giá,
Quá là tệ . Giao hàng thiếu tận 3 sản phẩm nhưng k thấy bù lại . Nt bảo bù n nhắn hỏi bù cho chưa thì k thèm tl . Sắp nửa tháng rồi . Làm ăn quá chán,quá là tệ giao hàng thiếu tận sản phẩm nhưng không thấy bù bảo bù n nhắn hỏi bù cho chưa không thèm trả lời sắp nửa tháng làm ăn quá chán,
Giao hàng nhanh. Giao đunga màu. Đúng mẫu. Áo mỏng dính luôn.,giao hàng nhanh giao màu đúng mẫu áo mỏng dính luôn,
"đóng gói ổn, ví đẹp, to, mềm, nhưng hơi mùi nhẹ, shop phục vụ tốt",đóng gói ổn ví đẹp to mềm nhưng hơi mùi nhẹ phục vụ tốt,
Shop dễ thương 😍. Hàng bao okie 🥰,dễ thương hàng bao ok,heart_eyes smiling_face_with_three_hearts
"Mua lại nhưng form quần ko chuẩn 511 như lần trước, gối tới ống rộng hơn, đáy quần dài hơn.",mua nhưng form quần không chuẩn như lần trước gối tới ống rộng hơn đáy quần dài hơn,
Hàng xấu giao sai mẫu chán shop,hàng xấu giao sai mẫu chán,
Quần mặc rất tốt và đẹp nhưng ship hàng lại bị thiếu,quần mặc rất tốt đẹp nhưng ship hàng thiếu,
"Săn hàng fash sale và freeship cho đơn hàng 0đ.món này trị giá 2k,nhg shop giao màu đỏ mình ko ưng lắm.Nhg do 2k nên cho shop 5 sao",săn hàng sale cho đơn hàng món trị giá không nhưng giao màu đỏ không ưng lắm nhưng do không nên cho,
"Mình đặt áo ren mà ship áo này, k đúng với hàng mình đặt. Hơi thất vọng",đặt áo ren mà ship áo không đúng hàng đặt hơi thất vọng,
Chất lương sản phẩm dày dặn đẹp ... giao hàng nhanh ... đóng gói sản phẩm cẩn thận,chất lương sản phẩm dày dặn đẹp giao hàng nhanh đóng gói sản phẩm cẩn thận,
"Lần trước mùa màu nâu nhìn khá đẹp  lần này mua màu đen bóp da mỏng tệ, miếng lót bên trong không phải da như cái trước  như hàng chợ vài ba chục ngàn ,xin lỡi shop nha  không phải tự nhiên ma 2 đánh giá 1 sao shop ah",lần trước mùa màu nâu nhìn khá đẹp lần mua màu đen bóp da mỏng tệ miếng lót bên trong không phải da như cái trước như hàng chợ vài ba chục ngàn xin lỡi không phải tự nhiên ma đánh giá ah,
"Sản phẩm tạm ổn , mặc đuọc gía hợp lý",sản phẩm tạm ổn mặc gía hợp lý,
"Giao hàng nhanh.
Quần phù hợp giá tiền.
Đóng gói cẩn thận.....",giao hàng nhanh quần phù hợp giá tiền đóng gói cẩn thận,
Hình ảnh chỉ mang tính chất nhận xu. Hàng săn sale 1k nên k có nhiều ý kiến,hình ảnh chỉ mang tính chất nhận xu hàng săn sale không nên không có nhiều ý kiến,
"Áo phù hợp với giá tiền, chắc chắn phải có trong mùa hè nóng bức",áo phù hợp giá tiền chắc chắn phải có trong mùa hè nóng bức,
Khác 1000% so với hình,khác so hình,
"Chất lượng rất tốt so với tầm giá. Rất hài lòng với 
 phẩm. Có dịp sẽ ủng hộ thêm cho shop",chất lượng rất tốt so tầm giá rất hài lòng phẩm có dịp sẽ ủng hộ thêm cho,
"Hàng rất đẹp, giá lại rẻ!",hàng rất đẹp giá rẻ,
Cân nhắc Kỹ trươca khi mua nhe cả nhà. Hàng y mẫu..  Mà vải tệ lắm,cân nhắc kỹ mua nhe cả nhà hàng y mẫu mà vải tệ lắm,
"Giao hàng nhanh chóng
Chất lượng sản phẩm tốt
Màu sắc đúng hình",giao hàng nhanh chóng chất lượng sản phẩm tốt màu sắc đúng hình,
"Hàng mua size L mà giao không thấy cỡ size. Nhìn như size S. Mặc chật quá , bó bó nhìn kinh lắm.
Shop dóng gói sơ sài, bị rách túi.",hàng mua size l mà giao không thấy cỡ size nhìn như size s mặc chật quá bó bó nhìn kinh lắm dóng gói sơ sài rách túi,
Size xl mà như size S,size xl mà như size s,
"Mới đặt hôm trước mà giờ đã về rồi, hàng đẹp xịn sò, giá lại rẻ, shop lại dễ thương, chắc chắn sẽ ủng hộ shop tiếp ❤❤",mới đặt hôm trước mà giờ về hàng đẹp xịn sò giá rẻ dễ thương chắc chắn sẽ ủng hộ tiếp,
"Áo chất đẹp shop nhé, nhận được hàng của shop cảm thấy rất hài lòng.🥰👍👍",áo chất đẹp nhé nhận được hàng của cảm thấy rất hài lòng,smiling_face_with_three_hearts thumbsup thumbsup
K thích dây cho lắm,không thích dây cho lắm,
"Giày mỏng, ọp ẹp hợp giá tiền",giày mỏng ọp ẹp hợp giá tiền,
Mình 56kg mua Size L mặc rộng lưng nha.,kg mua size l mặc rộng lưng,
"ĐẶT MUA cho mình chiếc áo Local Brand nócực chất NGAY HÔM NAYNhập mã GENZMARK để được giảm 35% giá trị đơn hàng Form Unisex năng động nam nữ đều mặc đượcChất liệu: Thun premium Cotton 100%, Cực Kỳ Thoáng Mát, Hình In Bền Đẹp, Giặt Tẩy Thoải Mái",đặt mua cho chiếc áo local brand chất ngay hôm mã được giảm giá trị đơn hàng form unisex năng động nam nữ đều mặc liệu thun premium cực kỳ thoáng mát hình in bền đẹp giặt tẩy thoải mái,
Cái nệm tựa lưng bị long ra sp quá tệ,cái nệm tựa lưng long ra sản phẩm quá tệ,
"Hàng quốc tế nên ship lâu, kẹp vừa nhận đã bị bẩn, xước nhiều chỗ, sơn nhìn cũng không đều màu, hình như shop không check lại hàng trc khi gửi đi thì phải😢😢😢",hàng quốc tế nên ship lâu kẹp vừa nhận bẩn xước nhiều chỗ sơn nhìn cũng không đều màu hình như không check hàng gửi đi phải,cry cry cry
Vải ok nhưng may thì không kĩ khi ship về bị rách một đường luôn ạ,vải ok nhưng may không kĩ ship về rách một đường luôn,
Bị rớt miếng kính,rớt miếng kính,
Vòng đeo đúng 1 lần xong hôm sau gỉ luôn..... Ngôi trường này dự kiến sẽ mua khoảng 100.000 liều vắc xin và sẽ tiêm miễn phí cho toàn bộ sinh viên và giảng viên.,vòng đeo đúng lần xong hôm sau gỉ luôn ngôi trường dự kiến sẽ mua khoảng liều vắc xin sẽ tiêm miễn phí cho toàn bộ sinh viên giảng viên,
"Áo dày dặn, ship hàng nhanh",áo dày dặn ship hàng nhanh,
K thích màu xanh lắm nhưng chất lượng ok ạ =))) random màu hơi tiếc thuiii,không thích màu xanh lắm nhưng chất lượng ok random màu hơi tiếc thui,
"Chất lượng sản phẩm tuyệt vời. Giao hàng nhanh, sp ưng ý. Đã ủng hộ 3 lần",chất lượng sản phẩm tuyệt vời giao hàng nhanh sản phẩm ưng ý ủng hộ lần,
"Giao hang ko dung mẫu, đặt ao thun mà giao áo so mi , da nhan tin  rồi ma shop lai giao như zay, shop lam ăn ko tốt ko uy tín, mn mua nho can than nha.noooooooo..............................................",giao hang không dung mẫu đặt ao thun mà giao áo so mi da nhan tin ma lai giao như lam ăn không tốt không uy tín mọi người mua nho can than no,
Tất giày đẹp lăm. Giao nhanh. Đói gói cẩn thận pkkkkkkkkkkkkk,tất giày đẹp lăm giao nhanh đói gói cẩn thận pk,
"Áo ok,form to,rộng,hàng order nên về lâu,tầm 20 ngày,nhưng bù lại hàng ok,k chê vào đâu",áo ok form to rộng hàng order nên về lâu tầm ngày nhưng bù hàng ok không chê vào,
"Đặt S gửi M không biết mặt sao luôn , không biết bóp đường nào luôn :)))",đặt s gửi không biết mặt luôn không biết bóp đường nào luôn,
"Hàng giống mô tả, giao hàng khá nhanh. Có chỗ bị sứt chỉ vải. Tạm ổn!",hàng giống mô tả giao hàng khá nhanh có chỗ sứt chỉ vải tạm ổn,
"Chun quần quá chật, vải giặt xong bị co, mặc nóng",chun quần quá chật vải giặt xong co mặc nóng,
Chất da đẹp nhưng bỏ tiền vào không khoá được không biwwts là là lỗi hay thiết kế thế,chất da đẹp nhưng bỏ tiền vào không khoá được không là là lỗi hay thiết kế,
"Áo rất mỏng, và xấu. Nhiều ng sẽ bảo 60K/áo thì đừng mong gì, nhưng mà mình mua 2 áo thấy mỏng tanh, ko mặc đc, 100K cũng là tiền mà, ko mặc đc thì mua làm gì. Chất lượng như nào thì shop biết rõ nhất, ng đã mua biết rõ nhất. Ai mua rồi thì sẽ thấy áo mỏng hơn cả giấy, mình nhà quê nên ko hiểu lắm.",áo rất mỏng xấu nhiều sẽ bảo không áo đừng mong gì nhưng mà mua áo thấy mỏng tanh không mặc được không cũng là tiền mà không mặc được mua làm gì chất lượng như nào biết rõ nhất mua biết rõ nhất ai mua sẽ thấy áo mỏng hơn cả giấy nhà quê nên không hiểu lắm,
Quần vải nóng.,quần vải nóng,
Giao thiếu đơn hàng. Inbx shop cũng ko trả lời. Skskzjxkxjxjx,giao thiếu đơn hàng cũng không trả lời,
"DẤU HIỆU NHẬN BIẾT GOOD GIRL 

1. Đi học, đi làm rồi về nhà. Ngày nghỉ chỉ ru rú ở nhà, không đi chơi đâu.

2. Hay ngủ muộn, mặc dù không nhắn tin với ai cả.

3. Ít bạn bè nhưng chất lượng, không có người yêu. Hoặc có người yêu nhưng ko bao giờ thả thính

4. Thi thoảng share mấy cái nhảm lồng, xàm x",dấu hiệu nhận biết good girl đi học đi làm về nhà ngày nghỉ chỉ ru rú ở nhà không đi chơi hay ngủ muộn mặc dù không nhắn tin ai cả ít bạn bè nhưng chất lượng không có người yêu hoặc có người yêu nhưng không bao giờ thả thính thi thoảng share mấy cái nhảm lồng xàm x,
Mua ví da giao móc khoá... chán,mua ví da giao móc khoá chán,
Ít tiền nên hàng cũng tương xứng thôi ko có gì bàn cãi?!77₫₫₫₫₫)),ít tiền nên hàng cũng tương xứng không có gì bàn cãi,
Áo vải rất mỏng mặc sợ nhanh bị chảy áo nên hơi thất vọng chút ạ.,áo vải rất mỏng mặc sợ nhanh chảy áo nên hơi thất vọng chút,
"Nhỏ xinh có thể làm móc chìa khoá, vặn kính ổn...... ........",nhỏ xinh có thể làm móc chìa khoá vặn kính ổn,
Hàng hơi mỏng và khá cũ nhìn qua cứ tưởng hành trưng bày cho khách test qua vậy á 😣,hàng hơi mỏng khá cũ nhìn qua cứ tưởng hành trưng bày cho khách test qua á,persevere
tóm lại là cx ok đấy,tóm là cũng ok đấy,
bông tai xịn với xinh lắm nha mọi ngườiiii giao hàng hơi lâu tại hàng od hay sao á,bông tai xịn xinh lắm mọi người giao hàng hơi lâu tại hàng hay á,
Sản phẩm không nên mua. Vải mỏng. Màu nhạt. Chất lượng sản phẩm rất kém,sản phẩm không nên mua vải mỏng màu nhạt chất lượng sản phẩm rất kém,
Màu tối hơn so với ảnh. Mẫu màu cam mà thực tế như màu nâu,màu tối hơn so ảnh mẫu màu cam mà thực tế như màu nâu,
"Quần ổn, mình m7-60kg mà size l hơi rộng vs dài
Đc tặng cả tất vs túi thơm
Giao hàng siêu nhanh",quần ổn mình kg mà size l hơi rộng dài được tặng cả tất túi thơm giao hàng siêu nhanh,
Túi bị méo,túi méo,
Hàng được có mỗi mầu chon xanh nhưng hơi nhạt so với hình ảnh của shop,hàng được có mỗi mầu chon xanh nhưng hơi nhạt so hình ảnh của,
Quần đẹp. Màu sắc như hình. Chất đũi mát. Túi quần hơi sột soạt tí. Đg may cẩn thận,quần đẹp màu sắc như hình chất đũi mát túi quần hơi sột soạt tí may cẩn thận,
"khá hay :))) dùng dựng name card được khá tiện. ví mới coong, còn nguyên mùi keo dán",khá hay dùng dựng name card được khá tiện ví mới cong còn nguyên mùi keo dán,
"Sản phẩm ổn. Nhưng shop nên góp ý lại với nhân viên giao hàng, thái độ shipper hơi láo. Mình làm việc trong tòa nhà, shipper gọi giao hàng, mình licht sự nói 'dạ a chờ giúp em 5 phút, em ra nhận ngay', shipper bảo nhanh dùm em, em k có thời gian, nhận hàng hỏi xem được k ? Bảo mua shopee mà xem gì",sản phẩm ổn nhưng nên góp ý nhân viên giao hàng thái độ hơi láo làm việc trong nhà gọi giao hàng sự nói dạ a chờ giúp em phút em ra nhận ngay bảo nhanh dùm em em không có thời gian nhận hàng hỏi xem được không bảo mua mà xem gì,
Dày sao khoá quần hả shop ơi,dày khoá quần hả ơi,
Sản phẩm rất là good. Mặc co giãn tốt. Mua đc giá sales lại càng good hơn. Hài lòng về sản phẩm,sản phẩm rất là good mặc co giãn tốt mua được giá sales càng good hơn hài lòng về sản phẩm,
"Chất lượng quần mình chưa ưng, đường chỉ thừa nhiều thành cả cục ấy. Mặc được 4 buổi thì bung hết chỉ, chán lắm luôn",chất lượng quần chưa ưng đường chỉ thừa nhiều thành cả cục ấy mặc được buổi bung hết chỉ chán lắm luôn,
"chất lượng dản phẩm toits, giao hàng nhanh, đóng gói cẩn thận",chất lượng dản phẩm giao hàng nhanh đóng gói cẩn thận,
"Đồng hồ xinh, đẹp, giao đúng màu
Shop nhiệt tình, chu đáo
Nhưng hay bị sai giờ, chênh lệch rất lớn
K biết sẽ dùng dc bao lâu",đồng hồ xinh đẹp giao đúng màu nhiệt tình chu đáo nhưng hay sai giờ chênh lệch rất lớn không biết sẽ dùng được bao lâu,
"Đẹp nhưng bị mùi ạ
Cứ tưởng giặt 1 2 lần là hết mùi nhưng đéo 🙂 vẫn bị mùi như lúc đầu",đẹp nhưng mùi cứ tưởng giặt lần là hết mùi nhưng đéo vẫn mùi như lúc đầu,slightly_smiling_face
"Bóp đẹp, ship nhanh, hết màu shop gọi lại check hàng cẩn thận.",bóp đẹp ship nhanh hết màu gọi check hàng cẩn thận,
"Chất liệu sản phẩm quá tồi, chỉ thừa quá nhiều",chất liệu sản phẩm quá tồi chỉ thừa quá nhiều,
"Giao hàng khá nhanh, sản phẩm tương xứng tầm giá, đóng gói sp đẹp....",giao hàng khá nhanh sản phẩm tương xứng tầm giá đóng gói sản phẩm đẹp,
Mua 2 bộ thì 1 bộ bị nhầm hàng thất vọng thật sự,mua bộ bộ nhầm hàng thất vọng thật sự,
Note tất đen lại giao màu trắng,note tất đen giao màu trắng,
vòng k điều chỉnh rộng ra hay nhỏ lại đc chỉ có kéo cái dây nhỏ di chuyển qua lại thôi,vòng không điều chỉnh rộng ra hay nhỏ được chỉ có kéo cái dây nhỏ di chuyển qua,
"săn sale 12/12 hàng xịn lắm nha, đẹp rẻ thật sự hehehehehehehe",săn sale hàng xịn lắm đẹp rẻ thật sự,
Hơi mỏng. Giá cũng khá rẻ nên để tạm 4*,hơi mỏng giá cũng khá rẻ nên tạm,
"Túi đẹp, đóng gói chắc chắn, nên mua ạ.",túi đẹp đóng gói chắc chắn nên mua,
"Ok k fine, giao sai màu cũng k thông báo, chán, làm ăn có tâm ghê 😒😒😒",ok không fine giao sai màu cũng không thông báo chán làm ăn có tâm ghê,unamused unamused unamused
"Dù shop đóng gói khá kỹ nhưng vẫn bị bể, lần trước đặt tới 2 tuần, nhưng lần này giao siêu nhanh",dù đóng gói khá kỹ nhưng vẫn bể lần trước đặt tới tuần nhưng lần giao siêu nhanh,
"Hàng giao thì chậm, lại còn thiếu mất 2 thỏi son",hàng giao chậm còn thiếu mất thỏi son,
"Áo vừa vặn, chất vải hơi nóng.",áo vừa vặn chất vải hơi nóng,
chữ in trên áo bị tróc ra gần như toàn bộ nhưng vải thì cx oke lắm,chữ in trên áo tróc ra gần như toàn bộ nhưng vải cũng ok lắm,
Sp rất đẹp và êm tuy là time có hơi lâu nhưng rất đáng giá💁🏻‍♀️,sản phẩm rất đẹp êm tuy là time có hơi lâu nhưng rất đáng giá,female_sign information_desk_person
"Minh đa tưng mua 1 chiêc cach đây mấy hôm, khăn dày dặn, vải đẹp, nên đăt thêm 2 cái vào ngày 12,12 dc giam giá, nhưng khi nhân khăn thi ko giống chiêc ban đâu vi rất mỏng, biêt la giá rất rẻ nhưng ko vưa lòng",minh đa tưng mua đây mấy hôm khăn dày dặn vải đẹp nên thêm cái vào ngày được giam giá nhưng nhân khăn thi không giống ban vi rất mỏng la giá rất rẻ nhưng không vưa lòng,
Đúng là hàng 1k. Đây là vải nilon chứ cotton đâu. Hàng mặc mùa đông khỏi cần áo rét luôn,đúng là hàng không đây là vải chứ hàng mặc mùa đông khỏi cần áo rét luôn,
Giao hàng nhanh vải đẹp màu nhạt hơn trong ảnh .............,giao hàng nhanh vải đẹp màu nhạt hơn trong ảnh,
"Vải đẹp, phom dáng cũng ok. Thích nhất là người bán rất nhiệt tình, có tâm.",vải đẹp phom dáng cũng ok thích nhất là người bán rất nhiệt tình có tâm,
Lấy rêu đậm và xanh ghi mà giao 2 mầu rêu luôn buồn,lấy rêu đậm xanh ghi mà giao mầu rêu luôn buồn,
"Tất ổn, co giãn tốt. Giao hàng hơi chậm. Nhìn chung ổn....
............",tất ổn co giãn tốt giao hàng hơi chậm nhìn chung ổn,
Form quần cũng khá ổn. Giao hàng nhanh tuy nhiên thì chất vải cảm thấy hơi nilon 1 chút. Nhưng với giá tiền trên thì như vậy là ổn,form quần cũng khá ổn giao hàng nhanh tuy nhiên chất vải cảm thấy hơi chút nhưng giá tiền trên như là ổn,
Tất khá mỏng chùi đít thì hợp chứ đeo thì k hợp,tất khá mỏng chùi đít hợp chứ đeo không hợp,
Các sản phẩm khác chất lượng đều raat tốt nhừn riêng cái này lại bị mất cộng dây gài thế nào mà đeovafo được :))),các sản phẩm khác chất lượng đều rat tốt nhừn riêng cái mất cộng dây gài nào mà được,
Chất áo tạm ổn nhưng nhìn chung thì cũng kh đẹp mấy. Hơi đắt so với chất lượng sp. Shop gửi nhầm nhưng mình ib thì shop không rep :( hơi thất vọng,chất áo tạm ổn nhưng nhìn chung cũng không đẹp mấy hơi đắt so chất lượng sản phẩm gửi nhầm nhưng không rep hơi thất vọng,
"Vải rất mỏng, không đựng được nhiều đồ nặng. Nếu ai muốn sự ngay ngắn thì không nên mua vì túi này không có giấy cứng để chắn 4 cạnh vuông góc đâu!",vải rất mỏng không đựng được nhiều đồ nặng nếu ai muốn sự ngay ngắn không nên mua vì túi không có giấy cứng chắn cạnh vuông góc,
